Type;Rent;Move in price;Address;Link
2 værelses lejlighed på 80 m²;8.550;43.550,-;Strandvejen, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4621726
2 værelses lejlighed på 80 m²;8.550;43.550,-;Strandvejen, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-2-vaer-id-4643862
3 værelses lejlighed på 110 m²;8.595;35.280,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-5081617
3 værelses lejlighed på 110 m²;8.595;35.280,-;Prinsensgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-5081618
3 værelses lejlighed på 110 m²;8.595;35.280,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-5081619
4 værelses lejlighed på 123 m²;8.595;35.380,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/123m2-4-vaer-id-5078588
2 værelses lejlighed på 88 m²;8.600;35.200,-;Østre Havnepark, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/88m2-2-vaer-id-5172808
3 værelses lejlighed på 84 m²;8.600;43.799,-;Boeck-Hansens Vej, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5176334
3 værelses lejlighed på 89 m²;8.625;43.899,-;Åparken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4295661
4 værelses lejlighed på 105 m²;8.634;44.428,-;Borgergade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/105m2-4-vaer-id-4655822
4 værelses lejlighed på 95 m²;8.695;35.505,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-5163351
4 værelses lejlighed på 94 m²;8.700;44.400,-;Kildevældet, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/94m2-4-vaer-id-5171307
3 værelses lejlighed på 98 m²;8.700;35.500,-;Overblikket, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-5176048
5 værelses lejlighed på 115 m²;8.723;36.316,-;Skallerupvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/115m2-5-vaer-id-5170995
3 værelses lejlighed på 91 m²;8.738;43.690,-;Marshalls Alle, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/91m2-3-vaer-id-4969752
3 værelses lejlighed på 112 m²;8.750;44.750,-;Nørregade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/112m2-3-vaer-id-4641738
3 værelses lejlighed på 80 m²;8.795;44.775,-;Kildestrømmen, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/80m2-3-vaer-id-5127645
4 værelses lejlighed på 111 m²;8.795;36.280,-;Vesterbro, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/111m2-4-vaer-id-4600146
4 værelses lejlighed på 96 m²;8.795;35.905,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/96m2-4-vaer-id-5055601
3 værelses lejlighed på 105 m²;8.795;44.775,-;Maren Turis Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/105m2-3-vaer-id-4957628
5 værelses lejlighed på 116 m²;8.796;36.623,-;Skallerupvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/116m2-5-vaer-id-4890667
5 værelses lejlighed på 116 m²;8.796;36.623,-;Skallerupvej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/116m2-5-vaer-id-4890666
2 værelses lejlighed på 85 m²;8.800;36.000,-;Gravensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/85m2-2-vaer-id-5055148
3 værelses lejlighed på 103 m²;8.800;45.000,-;Bispensgade, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/103m2-3-vaer-id-5124851
3 værelses lejlighed på 112 m²;8.800;45.000,-;Estlandsgade, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/112m2-3-vaer-id-3954736
4 værelses lejlighed på 115 m²;8.808;35.932,-;Christiansgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/115m2-4-vaer-id-5058207
5 værelses lejlighed på 117 m²;8.870;36.931,-;Skallerupvej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/117m2-5-vaer-id-5174508
5 værelses lejlighed på 117 m²;8.870;36.931,-;Skallerupvej, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/lejligheder/aalborg/117m2-5-vaer-id-5071847
5 værelses lejlighed på 117 m²;8.870;36.931,-;Skallerupvej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/117m2-5-vaer-id-5070691
3 værelses lejlighed på 92 m²;8.900;45.200,-;Golfhaven, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5171093
4 værelses lejlighed på 95 m²;8.900;45.500,-;Kildevældet, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-5111350
4 værelses lejlighed på 95 m²;8.900;45.500,-;Kildevældet, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-5111352
3 værelses lejlighed på 92 m²;8.900;45.100,-;Golfhaven, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5164092
3 værelses lejlighed på 105 m²;8.900;27.400,-;Nørregade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/105m2-3-vaer-id-3988447
3 værelses lejlighed på 93 m²;8.900;45.300,-;Egeparken, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/93m2-3-vaer-id-5137549
3 værelses lejlighed på 92 m²;8.900;33.200,-;Nørre Tranders Vej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-4789954
3 værelses lejlighed på 124 m²;8.900;45.200,-;Mellem Broerne, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/124m2-3-vaer-id-5154723
4 værelses lejlighed på 107 m²;8.900;35.600,-;Digtervejen, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/107m2-4-vaer-id-5080333
4 værelses lejlighed på 107 m²;8.900;35.600,-;Digtervejen, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/107m2-4-vaer-id-4946172
4 værelses lejlighed på 126 m²;8.935;45.965,-;Østergade, 9400 Aalborg, Nørresundby - Stuen;https://www.boligportal.dk/lejligheder/aalborg/126m2-4-vaer-id-5077262
5 værelses lejlighed på 118 m²;8.943;37.238,-;Skallerupvej, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/118m2-5-vaer-id-4935861
3 værelses lejlighed på 90 m²;8.946;36.485,-;Priorgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5148907
4 værelses lejlighed på 99 m²;8.950;36.100,-;Kong Minos Vej , 9210 Aalborg, Aalborg SØ - Stuen;https://www.boligportal.dk/lejligheder/aalborg/99m2-4-vaer-id-5172782
4 værelses rækkehus på 109 m²;8.950;44.750,-;Gartnervej, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/109m2-4-vaer-id-5169850
4 værelses rækkehus på 116 m²;8.950;44.750,-;Gartnervej, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/116m2-4-vaer-id-5164628
3 værelses lejlighed på 89 m²;8.954;45.780,-;Åparken, 9000 Aalborg, Aalborg - 5. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4706260
3 værelses lejlighed på 96 m²;8.974;45.595,-;Karen Blixens Vej, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-5173565
3 værelses lejlighed på 95 m²;8.975;44.825,-;Teisensvej, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-5158430
3 værelses lejlighed på 96 m²;8.975;45.275,-;Teisensvej, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-5143241
4 værelses lejlighed på 98 m²;8.990;35.960,-;Kongensgade, 9400 Aalborg, Nørresundby - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-4-vaer-id-4849016
3 værelses lejlighed på 119 m²;8.990;36.860,-;Juelsparken, 9210 Aalborg, Aalborg SØ - Stuen;https://www.boligportal.dk/lejligheder/aalborg/119m2-3-vaer-id-5171557
3 værelses lejlighed på 90 m²;8.992;45.660,-;Forchhammersvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/90m2-3-vaer-id-5164910
3 værelses rækkehus på 105 m²;8.995;44.975,-;Letvadvej, 9200 Aalborg, Aalborg Sv;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/105m2-3-vaer-id-4149100
4 værelses lejlighed på 121 m²;8.995;37.280,-;Boulevarden, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/121m2-4-vaer-id-4921589
3 værelses lejlighed på 122 m²;8.995;46.225,-;Algade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/122m2-3-vaer-id-5160932
4 værelses lejlighed på 113 m²;8.995;36.530,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/113m2-4-vaer-id-5089853
4 værelses lejlighed på 97 m²;8.995;45.375,-;Kalkskrænten, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/97m2-4-vaer-id-4645420
4 værelses lejlighed på 118 m²;8.995;36.780,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/118m2-4-vaer-id-5078587
3 værelses lejlighed på 122 m²;8.995;46.225,-;Algade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/122m2-3-vaer-id-5160932
4 værelses lejlighed på 97 m²;8.995;45.375,-;Kalkskrænten, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/97m2-4-vaer-id-4645420
3 værelses rækkehus på 105 m²;8.995;44.975,-;Letvadvej, 9200 Aalborg, Aalborg Sv;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/105m2-3-vaer-id-4149100
3 værelses lejlighed på 141 m²;8.995;45.675,-;Vesterå, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/141m2-3-vaer-id-5175883
4 værelses lejlighed på 120 m²;9.000;37.281,-;Louisegade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/120m2-4-vaer-id-4938771
2 værelses lejlighed på 71 m²;9.000;24.000,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/71m2-2-vaer-id-4711159
3 værelses lejlighed på 83 m²;9.000;28.000,-;H. C. Andersens Vej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/83m2-3-vaer-id-5025059
3 værelses lejlighed på 110 m²;9.000;28.000,-;Sohngårdsholmsvej, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-4866815
3 værelses lejlighed på 72 m²;9.000;30.000,-;Beatesmindevej, 9210 Aalborg, Aalborg Sø - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/72m2-3-vaer-id-4340513
3 værelses rækkehus på 85 m²;9.001;45.005,-;Marshalls Alle, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/85m2-3-vaer-id-4748725
3 værelses lejlighed på 92 m²;9.078;46.425,-;Spiesgade , 9400 Aalborg, Nørresundby - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/92m2-3-vaer-id-5099664
4 værelses lejlighed på 120 m²;9.100;46.550,-;Vesterbro, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/120m2-4-vaer-id-4910151
3 værelses lejlighed på 96 m²;9.100;46.300,-;Egeparken, 9000 Aalborg, Aalborg - 6. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-5137546
4 værelses lejlighed på 95 m²;9.122;45.610,-;Marshalls Alle, 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-5174125
3 værelses lejlighed på 89 m²;9.132;46.670,-;Åparken, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4613705
3 værelses lejlighed på 89 m²;9.150;46.760,-;Åparken, 9000 Aalborg, Aalborg - 6. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4706048
3 værelses lejlighed på 84 m²;9.150;45.750,-;Akvavitvej, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5171973
3 værelses lejlighed på 84 m²;9.193;37.472,-;Prinsensgade, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/84m2-3-vaer-id-5135441
3 værelses lejlighed på 96 m²;9.195;46.775,-;Egeparken, 9000 Aalborg, Aalborg - 6. sal;https://www.boligportal.dk/lejligheder/aalborg/96m2-3-vaer-id-5135467
4 værelses lejlighed på 118 m²;9.195;37.740,-;Vesterbro, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/118m2-4-vaer-id-4576603
3 værelses lejlighed på 98 m²;9.195;46.775,-;Overblikket, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-3-vaer-id-5158451
3 værelses lejlighed på 94 m²;9.200;46.800,-;Egeparken, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-3-vaer-id-5135445
3 værelses lejlighed på 89 m²;9.200;37.300,-;Schleppegrellsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4820702
2 værelses hus på 87 m²;9.200;36.800,-;Hjortevej, 9200 Aalborg, Aalborg Sv;https://www.boligportal.dk/huse/aalborg/87m2-2-vaer-id-4784649
4 værelses lejlighed på 101 m²;9.200;46.400,-;Anna Anchers Vej, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/101m2-4-vaer-id-5175641
4 værelses lejlighed på 101 m²;9.295;46.875,-;Kalkskrænten, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/101m2-4-vaer-id-5150653
3 værelses lejlighed på 106 m²;9.295;37.880,-;Engtoftevej, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/106m2-3-vaer-id-4785409
4 værelses rækkehus på 96 m²;9.300;37.200,-;Sofievej, 9000 Aalborg, Aalborg;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/96m2-4-vaer-id-5092626
4 værelses lejlighed på 141 m²;9.300;38.100,-;Reberbansgade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/141m2-4-vaer-id-5141374
4 værelses lejlighed på 95 m²;9.300;47.500,-;Kildevældet, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-4631661
4 værelses lejlighed på 95 m²;9.300;47.500,-;Kildevældet, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-4645453
4 værelses lejlighed på 94 m²;9.300;47.300,-;Kildevældet, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/94m2-4-vaer-id-5144940
4 værelses lejlighed på 124 m²;9.300;47.250,-;Helgolandsgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/124m2-4-vaer-id-3542854
4 værelses lejlighed på 95 m²;9.300;47.500,-;Kildevældet, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-4645453
4 værelses lejlighed på 86 m²;9.312;37.948,-;Niels Ebbesens Gade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/86m2-4-vaer-id-5165987
4 værelses lejlighed på 117 m²;9.318;47.090,-;Anna Anchers Vej, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/lejligheder/aalborg/117m2-4-vaer-id-5175643
3 værelses lejlighed på 89 m²;9.360;47.810,-;Åparken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4574602
2 værelses lejlighed på 98 m²;9.391;47.655,-;Algade, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/98m2-2-vaer-id-5154477
4 værelses lejlighed på 100 m²;9.395;37.905,-;Poul Anker Bechs Vej, 9200 Aalborg, Aalborg Sv - Stuen;https://www.boligportal.dk/lejligheder/aalborg/100m2-4-vaer-id-5043376
4 værelses rækkehus på 117 m²;9.400;37.600,-;Digtervejen, 9200 Aalborg, Aalborg SV - Stuen;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/117m2-4-vaer-id-4741650
4 værelses rækkehus på 117 m²;9.400;47.000,-;Digtervejen, 9200 Aalborg, Aalborg SV;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/117m2-4-vaer-id-5174376
4 værelses lejlighed på 95 m²;9.400;47.900,-;Kildevældet, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-4-vaer-id-5168375
3 værelses lejlighed på 97 m²;9.413;48.165,-;Badehusvej, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-5175580
3 værelses lejlighed på 89 m²;9.436;48.190,-;Åparken, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-4574610
4 værelses lejlighed på 153 m²;9.450;47.850,-;Vesterbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/153m2-4-vaer-id-5169005
4 værelses lejlighed på 115 m²;9.495;38.880,-;Boulevarden, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/115m2-4-vaer-id-4772268
4 værelses rækkehus på 108 m²;9.495;47.475,-;Marshalls Alle, 9220 Aalborg, Aalborg Øst;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/108m2-4-vaer-id-5135448
4 værelses lejlighed på 115 m²;9.495;38.880,-;Prinsensgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/115m2-4-vaer-id-4684550
4 værelses rækkehus på 116 m²;9.500;47.500,-;Gartnervej, 9200 Aalborg, Aalborg Sv;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/116m2-4-vaer-id-4748111
4 værelses rækkehus på 120 m²;9.500;57.000,-;Godske Lindenovs Vej, 9210 Aalborg, Aalborg SØ;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/120m2-4-vaer-id-5166616
3 værelses lejlighed på 110 m²;9.500;68.000,-;Kålundsvej, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-5175823
4 værelses rækkehus på 116 m²;9.500;47.500,-;Gartnervej, 9200 Aalborg, Aalborg Sv;https://www.boligportal.dk/r%C3%A6kkehuse/aalborg/116m2-4-vaer-id-4748111
3 værelses lejlighed på 110 m²;9.500;68.000,-;Kålundsvej, 9000 Aalborg, Aalborg;https://www.boligportal.dk/lejligheder/aalborg/110m2-3-vaer-id-5175823
4 værelses lejlighed på 135 m²;9.523;40.349,-;Magisterparken, 9000 Aalborg, Aalborg - 11. sal;https://www.boligportal.dk/lejligheder/aalborg/135m2-4-vaer-id-5175871
3 værelses lejlighed på 97 m²;9.543;48.526,-;Østerbro, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-5161081
3 værelses lejlighed på 115 m²;9.574;49.020,-;Ryesgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/115m2-3-vaer-id-3132917
4 værelses lejlighed på 105 m²;9.595;48.700,-;Flydedokken, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/105m2-4-vaer-id-5164095
4 værelses lejlighed på 131 m²;9.600;58.500,-;Falstersgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/131m2-4-vaer-id-5174922
3 værelses lejlighed på 95 m²;9.690;49.520,-;Åparken, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4574613
5 værelses lejlighed på 110 m²;9.724;49.620,-;Boulevarden, 9000 Aalborg, Aalborg - 3. sal;https://www.boligportal.dk/lejligheder/aalborg/110m2-5-vaer-id-5038563
3 værelses lejlighed på 107 m²;9.740;49.600,-;Vingårdsgade, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/107m2-3-vaer-id-5165780
5 værelses hus på 228 m²;9.750;30.450,-;Østergade, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/huse/aalborg/228m2-5-vaer-id-5099745
4 værelses lejlighed på 112 m²;9.750;49.500,-;Porthusgade, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/112m2-4-vaer-id-5174062
3 værelses lejlighed på 95 m²;9.766;49.900,-;Åparken, 9000 Aalborg, Aalborg - 4. sal;https://www.boligportal.dk/lejligheder/aalborg/95m2-3-vaer-id-4574632
3 værelses lejlighed på 106 m²;9.780;49.900,-;Lindholm Brygge, 9400 Aalborg, Nørresundby - 7. sal;https://www.boligportal.dk/lejligheder/aalborg/106m2-3-vaer-id-5175873
3 værelses lejlighed på 97 m²;9.795;39.780,-;Gammel Havn, 9000 Aalborg, Aalborg - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/97m2-3-vaer-id-4966552
3 værelses lejlighed på 112 m²;9.800;49.580,-;Rådhusparken, 9000 Aalborg, Aalborg - 2. sal;https://www.boligportal.dk/lejligheder/aalborg/112m2-3-vaer-id-5002563
3 værelses lejlighed på 89 m²;9.850;49.950,-;Akvavitvej, 9000 Aalborg, Aalborg - 9. sal;https://www.boligportal.dk/lejligheder/aalborg/89m2-3-vaer-id-5119369
6 værelses lejlighed på 157 m²;9.875;40.500,-;Lemvigvej , 9220 Aalborg, Aalborg Øst - 1. sal;https://www.boligportal.dk/lejligheder/aalborg/157m2-6-vaer-id-5169127
4 værelses lejlighed på 106 m²;9.895;50.625,-;Flydedokken, 9000 Aalborg, Aalborg - Stuen;https://www.boligportal.dk/lejligheder/aalborg/106m2-4-vaer-id-5155681
3 værelses lejlighed på 135 m²;9.898;40.292,-;Bryggergade, 9400 Aalborg, Nørresundby;https://www.boligportal.dk/lejligheder/aalborg/135m2-3-vaer-id-5128944
